seed,arm,seconds,error_l2
0,mean,0.433141415938735,0.04809821567869185
0,two_speed,0.45586712507065386,0.043360407070082325
0,two_speed_comp,0.7425113749923185,0.043492944914411275
0,three_speed,0.44295966695062816,0.04698943342015807
0,three_speed_comp,0.5395358750829473,0.04713060061294817
1,two_speed,0.42845275008585304,0.026102791239179274
1,two_speed_comp,0.48229504097253084,0.027171685668096295
1,three_speed,0.4363005000632256,0.02455645108911308
1,three_speed_comp,0.49518295796588063,0.02488529118279286
1,mean,0.38754141598474234,0.025066206332472293
2,two_speed_comp,0.4930439160671085,0.035373826421784695
2,three_speed,0.4372384579619393,0.03721352874784781
2,three_speed_comp,0.5067491669906303,0.03682308021753174
2,mean,0.39276662503834814,0.035624755147568764
2,two_speed,0.43249020795337856,0.036737560706843954
3,three_speed,0.434335625031963,0.024678504285560936
3,three_speed_comp,0.4856354169314727,0.0239491521904455
3,mean,0.3915721670491621,0.024448270462187754
3,two_speed,0.42883041698951274,0.02752667913009935
3,two_speed_comp,0.4851459579076618,0.023242311210429408
4,three_speed_comp,0.5000259589869529,0.016444797960552347
4,mean,0.4955225830199197,0.01661187749564862
4,two_speed,0.4315166249871254,0.016041455256734977
4,two_speed_comp,0.47285358305089176,0.017391942209009914
4,three_speed,0.42934925004374236,0.016400300754357704
5,mean,0.395171916927211,0.01815571194913226
5,two_speed,0.425702708074823,0.015778366008048845
5,two_speed_comp,0.467830624897033,0.018263030125744494
5,three_speed,0.4540699169738218,0.018122215533122207
5,three_speed_comp,0.4928350830450654,0.018516924502446477
6,two_speed,0.43476929096505046,0.02252881364227808
6,two_speed_comp,0.4938631249824539,0.018383340106802645
6,three_speed,0.430423291050829,0.018319727335165594
6,three_speed_comp,0.4963202920043841,0.017748620252984765
6,mean,0.38721525005530566,0.01817496029973628
7,two_speed_comp,0.49372425000183284,0.015561871654297085
7,three_speed,0.4280278750229627,0.01671917675994243
7,three_speed_comp,0.4833894169423729,0.01692221325375083
7,mean,0.38937899994198233,0.016690489198329876
7,two_speed,0.4244150830199942,0.015655547953037283
8,three_speed,0.44288533309008926,0.013374077058752395
8,three_speed_comp,0.49215624993667006,0.013668101357602703
8,mean,0.38852791709359735,0.013640270727676332
8,two_speed,0.4299872500123456,0.013299427958364892
8,two_speed_comp,0.4796861249487847,0.01468675154344608
9,three_speed_comp,0.4975559999002144,0.018014236707443402
9,mean,0.463629583013244,0.017577770653354717
9,two_speed,0.4365918330149725,0.013665131102868882
9,two_speed_comp,0.4820350840454921,0.01686633602776044
9,three_speed,0.4442445000167936,0.01757519590196839
10,mean,0.39708775002509356,0.01033783782511961
10,two_speed,0.41807333298493177,0.013953244837005762
10,two_speed_comp,0.5696624589618295,0.010193954857447347
10,three_speed,0.45402062498033047,0.010645513819699855
10,three_speed_comp,0.4965502090053633,0.010241008247392864
11,two_speed,0.4505357909947634,0.017309540679506675
11,two_speed_comp,0.49253325001336634,0.020057737258799717
11,three_speed,0.44110283302143216,0.019083356623744257
11,three_speed_comp,0.5364042909350246,0.01947497991240668
11,mean,0.40134199999738485,0.019403160350238896
12,two_speed_comp,0.5123829999938607,0.032280985256122684
12,three_speed,0.4638527079951018,0.03227678371994759
12,three_speed_comp,0.514003541902639,0.03199471228346223
12,mean,0.3959511249559,0.031397920886396556
12,two_speed,0.42272441706154495,0.034554774223612805
13,three_speed,0.44208541605621576,0.014403652009646063
13,three_speed_comp,0.49179745791479945,0.014192154028281
13,mean,0.39515554206445813,0.01473010253452249
13,two_speed,0.43876216595526785,0.01755506455268853
13,two_speed_comp,0.4813584580551833,0.014751343691756274
14,three_speed_comp,0.4981380420504138,0.02277245530291034
14,mean,0.4064159170957282,0.02272119952896467
14,two_speed,0.42873512499500066,0.022240700129138567
14,two_speed_comp,0.4877578750019893,0.02245956110370057
14,three_speed,0.4392272919649258,0.02276842227541123
15,mean,0.3940865839831531,0.011059143277875308
15,two_speed,0.42787262494675815,0.016753103005703825
15,two_speed_comp,0.48472349997609854,0.012913458220731039
15,three_speed,0.4396411250345409,0.01172148970938003
15,three_speed_comp,0.5026583330472931,0.011373568430484668
16,two_speed,0.4300943330163136,0.02303952367906683
16,two_speed_comp,0.4840458749094978,0.024047986469152755
16,three_speed,0.44377708400133997,0.02623436085424115
16,three_speed_comp,0.49905354098882526,0.026419142918372142
16,mean,0.3969632500084117,0.02517675348153944
17,two_speed_comp,0.48607233399525285,0.03495685201391399
17,three_speed,0.43970216694287956,0.034953450815030505
17,three_speed_comp,0.5194396669976413,0.0347349448790533
17,mean,0.43585424998309463,0.03468911769755012
17,two_speed,0.4572325840126723,0.03734394450805756
18,three_speed,0.5695800420362502,0.012431766920098767
18,three_speed_comp,0.5225720840971917,0.012852138050244818
18,mean,0.4175130419898778,0.01330490152252506
18,two_speed,0.44690924999304116,0.012093631647246627
18,two_speed_comp,0.4952732919482514,0.014106839120323005
19,three_speed_comp,0.5350322920130566,0.015839151442859977
19,mean,0.4147637910209596,0.015798578566135764
19,two_speed,0.6292952919611707,0.01580200811264041
19,two_speed_comp,0.5378080420196056,0.01764150722998994
19,three_speed,0.48095324996393174,0.015324672428478105
20,mean,0.4332707499852404,0.021254736081062778
20,two_speed,0.44147520896513015,0.01834488925042874
20,two_speed_comp,0.4898049581097439,0.018062781885990538
20,three_speed,0.4548554590437561,0.021383140510993975
20,three_speed_comp,0.5053117079660296,0.0213842349775884
21,two_speed,0.45038175000809133,0.025421933646596968
21,two_speed_comp,0.5101769580505788,0.026241893665099682
21,three_speed,0.4756071249721572,0.027510102261919994
21,three_speed_comp,0.7367098330287263,0.027694268409113522
21,mean,0.4115086670499295,0.02879741869418141
22,two_speed_comp,0.8263044579653069,0.021761891107379867
22,three_speed,0.4881887079682201,0.022279443260436557
22,three_speed_comp,0.4949780829483643,0.0216675991588353
22,mean,0.3988033749628812,0.022159492721927996
22,two_speed,0.4352571669733152,0.026345330128757595
23,three_speed,0.4370117080397904,0.046145182144888934
23,three_speed_comp,0.5312439579283819,0.045917447870211944
23,mean,0.5275159160373732,0.0447276458278679
23,two_speed,0.4383487079758197,0.04586701710807319
23,two_speed_comp,0.48093591700308025,0.04383609982464268
24,three_speed_comp,0.5178636669879779,0.02184240988957795
24,mean,0.3954099159454927,0.02318394806874909
24,two_speed,0.43860487500205636,0.02776465000816277
24,two_speed_comp,0.4863090000580996,0.028254341155430674
24,three_speed,0.44682445807848126,0.021740443969351052
25,mean,0.3969980420079082,0.04520196129840807
25,two_speed,0.43376549996901304,0.046070005342224524
25,two_speed_comp,0.4934876669431105,0.043774453925667735
25,three_speed,0.5253773749573156,0.04596959180642704
25,three_speed_comp,1.7371152500854805,0.04567631002547898
26,two_speed,0.45753779204096645,0.012004874121104124
26,two_speed_comp,0.49925645801704377,0.009642554833334581
26,three_speed,0.4713009160477668,0.009863991846983907
26,three_speed_comp,0.5092488749651238,0.009641294603449056
26,mean,0.40740295802243054,0.00959675912663648
27,two_speed_comp,0.4906207909807563,0.018421424210129766
27,three_speed,0.4490612919908017,0.02050981993386227
27,three_speed_comp,0.5058673339663073,0.020049100301637483
27,mean,0.41139970801305026,0.020512301533856137
27,two_speed,0.43922212498728186,0.0223703782344934
