A,nu,a,at,dt,dtt,taut,n_steps,arm,seed,A_hat,xc_hat,nu_hat,fit_rms,at_bound,l2_vs_exact,runtime_s
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,13,1.0002806371655006,2.012079619835618,0.5072609726394937,0.0023724071768290956,0,0.020206751839827838,0.23233316657466016
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,13,1.0000614204744862,2.0099672788650698,0.49240554242611045,0.0019327043952629057,0,0.018037873111062936,0.23233316657466016
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,13,0.9999918039763942,1.9772418952710504,0.5018291964212561,0.0035231273093626783,0,0.03154441910245579,0.23233316657466016
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,14,0.9999958852841866,1.9956120421150447,0.4979184651410034,0.001451404458602818,0,0.009158825325904073,0.23261208928722357
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,14,0.9999405122293146,2.0077952913692614,0.4973069497916103,0.0014491325682940853,0,0.01197160769459811,0.23261208928722357
1.0,0.5,2.0,2.0,0.0025,0.005,2.0,400,cond_mean,14,1.000424041007576,1.9968985249219628,0.5016446002286785,0.002884320308137555,0,0.014761683105664314,0.23261208928722357
1.0,0.5,2.0,2.0,0.0025,0.005,3.5,700,cond_mean,14,1.0001013717168217,1.9883966342215176,0.49412146277149616,0.0016023300234163534,0,0.01748764050114484,0.23261208928722357
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,14,1.0001076077195745,1.9812644290470733,0.4972660650261502,0.0010570512490437277,0,0.022611775317843173,0.23261208928722357
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,14,1.0000726649319216,1.9868238740165984,0.49061865783335096,0.0018765105654826178,0,0.021838645060135723,0.23261208928722357
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,14,0.9998590355964356,1.9405388355588509,0.5024600376578591,0.0020755696492815805,0,0.06940617917941436,0.23261208928722357
