seed,arm,seconds,error_l2
0,mean,0.11754583299625665,0.026896792841885734
0,two_speed,0.12102945905644447,0.030552942994033338
0,two_speed_comp,0.13758675009012222,0.02481103457787484
0,three_speed,0.12011254101525992,0.029413910133770094
0,three_speed_comp,0.13308370800223202,0.028850483794565677
1,two_speed,0.12139479198958725,0.0595128830581262
1,two_speed_comp,0.12900129205081612,0.047255277501408066
1,three_speed,0.12373600003775209,0.04140636449856849
1,three_speed_comp,0.13381695793941617,0.03999664412508832
1,mean,0.10988795792218298,0.04077349913394924
2,two_speed_comp,0.13061837491113693,0.03573804862345783
2,three_speed,0.12053137493785471,0.03956465768914471
2,three_speed_comp,0.13160520803648978,0.03921884361219263
2,mean,0.1110974580515176,0.04099730831525605
2,two_speed,0.11921633302699775,0.04132141165559675
3,three_speed,0.12049812497571111,0.04330230664491736
3,three_speed_comp,0.13046995806507766,0.042280891902067845
3,mean,0.11023049999494106,0.038721097480302974
3,two_speed,0.1190482919337228,0.04702794453972578
3,two_speed_comp,0.12844412494450808,0.03419204392362449
4,three_speed_comp,0.1318858329905197,0.028047144328949628
4,mean,0.11032995895948261,0.02947164161126506
4,two_speed,0.11874220904428512,0.03827357525188364
4,two_speed_comp,0.12904020899441093,0.02893950975080682
4,three_speed,0.12126470799557865,0.02820361189699164
5,mean,0.1098938750801608,0.020171649195567815
5,two_speed,0.11798687500413507,0.03920406393597331
5,two_speed_comp,0.12819783296436071,0.02090171581531997
5,three_speed,0.11992220801766962,0.02211980814892297
5,three_speed_comp,0.13105950003955513,0.0194860717856604
6,two_speed,0.11804520792793483,0.022782130031311118
6,two_speed_comp,0.12783320806920528,0.012801196411016763
6,three_speed,0.12291383289266378,0.009193038488076965
6,three_speed_comp,0.12906399997882545,0.00968466474596657
6,mean,0.11000474996399134,0.00998322912609928
7,two_speed_comp,0.1284240420209244,0.02061802953340019
7,three_speed,0.12015520804561675,0.02351303197961677
7,three_speed_comp,0.13174637500196695,0.021932370088593892
7,mean,0.10969666694290936,0.021650590326292254
7,two_speed,0.11810287507250905,0.03405845108052106
8,three_speed,0.1197565000038594,0.04872411982892483
8,three_speed_comp,0.13042862503789365,0.0477958843194346
8,mean,0.10993316594976932,0.04953279247535565
8,two_speed,0.11769508407451212,0.05636125144162943
8,two_speed_comp,0.12888174992986023,0.048913072915633064
9,three_speed_comp,0.1313193750102073,0.01632092843001125
9,mean,0.1097009580116719,0.017797140681147836
9,two_speed,0.11912458296865225,0.031127802514148834
9,two_speed_comp,0.13011687505058944,0.01947910978564731
9,three_speed,0.12145570805296302,0.017813551317653414
10,mean,0.11239608400501311,0.02742388122774169
10,two_speed,0.12156287499237806,0.04698210327308666
10,two_speed_comp,0.13102304202038795,0.028297829951029897
10,three_speed,0.12292045797221363,0.029039746863949105
10,three_speed_comp,0.13260429201181978,0.02669793041996969
11,two_speed,0.11988020793069154,0.041937204074825096
11,two_speed_comp,0.1315060000633821,0.031020615987138546
11,three_speed,0.12632437504362315,0.02920757161205866
11,three_speed_comp,0.1335773749742657,0.02828438187195959
11,mean,0.1112992090638727,0.029284139850409358
12,two_speed_comp,0.1288600000552833,0.015483830314395378
12,three_speed,0.12161204102449119,0.013539180475515382
12,three_speed_comp,0.1328597089741379,0.015555580781061926
12,mean,0.10977637500036508,0.015353510503314656
12,two_speed,0.1185064590536058,0.011733101236715778
13,three_speed,0.12143054197076708,0.015648429127267965
13,three_speed_comp,0.13156258303206414,0.01603964070200944
13,mean,0.1096832500770688,0.01762692309482174
13,two_speed,0.12160858302377164,0.027984342608186302
13,two_speed_comp,0.12945687503088266,0.022053170166852994
14,three_speed_comp,0.1327637080103159,0.028329974894946593
14,mean,0.11258325004018843,0.026864844618890882
14,two_speed,0.12024054198991507,0.041034526788060875
14,two_speed_comp,0.1294733340619132,0.02529497008609352
14,three_speed,0.12172966601792723,0.0304734211611564
15,mean,0.11329349991865456,0.028445662704226892
15,two_speed,0.11964862502645701,0.032499069731168985
15,two_speed_comp,0.12954212492331862,0.024176238774905545
15,three_speed,0.12408254202455282,0.030442561513973062
15,three_speed_comp,0.13260704092681408,0.030236367256284563
16,two_speed,0.12086812499910593,0.0457104064480194
16,two_speed_comp,0.12973637494724244,0.027443380532619088
16,three_speed,0.12287670897785574,0.026718242917142598
16,three_speed_comp,0.13274904096033424,0.024326294679120945
16,mean,0.11061191698536277,0.024898155473257244
17,two_speed_comp,0.13255291699897498,0.032308530304849585
17,three_speed,0.122677042032592,0.030108791100321927
17,three_speed_comp,0.1330725000007078,0.028549881725692745
17,mean,0.11148091708309948,0.029258309618745836
17,two_speed,0.11943379207514226,0.0463208213751983
18,three_speed,0.12237604195252061,0.022652448999354792
18,three_speed_comp,0.13286045799031854,0.021462052727785577
18,mean,0.11152404197491705,0.022400644493950225
18,two_speed,0.19671162497252226,0.03456708197667705
18,two_speed_comp,0.1462454169522971,0.02271162576571012
19,three_speed_comp,0.14277645805850625,0.02825168430438944
19,mean,0.11766904196701944,0.025368966941564253
19,two_speed,0.140304041095078,0.033104743693116806
19,two_speed_comp,0.16661933402065188,0.02608318031351473
19,three_speed,0.14518904103897512,0.028290934233387157
20,mean,0.1302620000205934,0.018913361190724037
20,two_speed,0.12765862501692027,0.020252609124053432
20,two_speed_comp,0.13716191693674773,0.010948277013155426
20,three_speed,0.1237952500814572,0.01798018420367054
20,three_speed_comp,0.19641741598024964,0.018503524881159677
21,two_speed,0.37060566700529307,0.03288831096441753
21,two_speed_comp,0.1364545839605853,0.01543838123402817
21,three_speed,0.12964699999429286,0.019018352712041303
21,three_speed_comp,0.13933170796371996,0.016604479725956245
21,mean,0.11175012507010251,0.016833045289196418
22,two_speed_comp,0.13212600001133978,0.02031552671615213
22,three_speed,0.1235263750422746,0.03076465110861451
22,three_speed_comp,0.1386328749358654,0.029577430382676257
22,mean,0.11489316693041474,0.028033112410174477
22,two_speed,0.12159808294381946,0.03321186419114048
23,three_speed,0.12383133405819535,0.05681235206434835
23,three_speed_comp,0.13813595904503018,0.056049098460616974
23,mean,0.11304199998266995,0.05817591276850242
23,two_speed,0.12211208289954811,0.0612853578383882
23,two_speed_comp,0.13233054103329778,0.053353204833712996
24,three_speed_comp,0.1352359999436885,0.011277993836287706
24,mean,0.11314870801288635,0.01355164689391848
24,two_speed,0.12036254198756069,0.02478895752758642
24,two_speed_comp,0.13343612500466406,0.01473274256312673
24,three_speed,0.12389791698660702,0.011531924177616226
25,mean,0.11399058299139142,0.02073503554917986
25,two_speed,0.12209870794322342,0.031977393503606934
25,two_speed_comp,0.13055308302864432,0.0222179184866941
25,three_speed,0.12342941598035395,0.023168778972547224
25,three_speed_comp,0.1334821250056848,0.022587896189284813
26,two_speed,0.12202358397189528,0.035598383629298444
26,two_speed_comp,0.1337862079963088,0.019790081903793513
26,three_speed,0.12454229197464883,0.019227453613056014
26,three_speed_comp,0.13353708398062736,0.018036132340811462
26,mean,0.11416395800188184,0.019206734320203186
27,two_speed_comp,0.13073012500535697,0.044591527093032
27,three_speed,0.12236954201944172,0.03913462246869366
27,three_speed_comp,0.13485895795747638,0.03887982510913759
27,mean,0.11351133300922811,0.04110898803574494
27,two_speed,0.1204963750205934,0.051047845443737416
28,three_speed,0.12263704207725823,0.044261567466176335
28,three_speed_comp,0.13434012501966208,0.04485259751427903
28,mean,0.11350704205688089,0.043380979567758826
28,two_speed,0.14482283301185817,0.03643295160373234
28,two_speed_comp,0.13912425003945827,0.03600414294029609
29,three_speed_comp,0.13433408399578184,0.0114492374037506
29,mean,0.11170216603204608,0.012432682402278617
29,two_speed,0.12255179195199162,0.028844136105421907
29,two_speed_comp,0.1311414159135893,0.013457745522139863
29,three_speed,0.12213291693478823,0.01294741749420056
30,mean,0.11619004199746996,0.03566808518968767
30,two_speed,0.12241145793814212,0.040474024972665876
30,two_speed_comp,0.13156670809257776,0.0341093742868048
