seed,arm,seconds,error_l2
37,compensated,0.2121578330406919,0.026392558244684405
37,mean,0.16452354192733765,0.025664607472799906
37,original,0.18234387505799532,0.03269794084716542
38,mean,0.1642046250635758,0.019584648064330978
38,original,0.1832579169422388,0.027786540900741993
38,compensated,0.2094681670423597,0.02044706552085834
39,original,0.18176099995616823,0.025252792639056894
39,compensated,0.20466712501365691,0.023044965600503883
39,mean,0.16493595798965544,0.022614291174102286
40,compensated,0.20822887495160103,0.038881650739320504
40,mean,0.16401058295741677,0.03732675626789352
40,original,0.18199545808602124,0.04821971850471139
41,mean,0.16556800005491823,0.029304751909833598
41,original,0.1819643749622628,0.03227756016684088
41,compensated,0.20536200003698468,0.029860985150763172
42,original,0.18045345903374255,0.01832233368430339
42,compensated,0.2053792088991031,0.01578878729173112
42,mean,0.1624115000013262,0.014694884389376136
43,compensated,0.20553641591686755,0.012603097180003398
43,mean,0.16422304196748883,0.011760865386334548
43,original,0.1863776659592986,0.017464129489202847
44,mean,0.16550812497735023,0.01909592747411978
44,original,0.18312083301134408,0.014212084730318436
44,compensated,0.20705091604031622,0.02130308433477864
45,original,0.18012875004205853,0.02691048820416318
45,compensated,0.20493558305315673,0.020047833312767143
45,mean,0.16364658391103148,0.017452356105287736
46,compensated,0.20391458296217024,0.01113572460209435
46,mean,0.1645836669486016,0.010992377467423164
46,original,0.18225220800377429,0.0140178301067938
47,mean,0.16089604096487164,0.022350544018609926
47,original,0.18111758294980973,0.024105254229008794
47,compensated,0.20767500007059425,0.020736459585608852
48,original,0.1817354589002207,0.02209148693139483
48,compensated,0.20610041602049023,0.016039467229716515
48,mean,0.16406770900357515,0.01696896822492191
49,compensated,0.20464612497016788,0.045779876122791524
49,mean,0.1637723749736324,0.045483321537583235
49,original,0.18392720795236528,0.04939191559855877
