A,nu,a,at,dt,dtt,taut,n_steps,arm,seed,A_hat,xc_hat,nu_hat,fit_rms,at_bound,l2_vs_exact,runtime_s
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,0,1.000172969643002,2.003167284318991,0.5013768163583462,0.0018873186830342943,0,0.01008753871112976,0.28548755357041955
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,0,1.0002757546368648,1.9934993170682247,0.5093026132249198,0.0019188079942912036,0,0.01675291712881565,0.28548755357041955
1.0,0.5,2.0,2.0,0.0025,0.005,2.0,400,cond_mean,0,1.0003266924308838,2.004624176790652,0.5091123296091903,0.0024558478701194953,0,0.017385141161093264,0.28548755357041955
1.0,0.5,2.0,2.0,0.0025,0.005,3.5,700,cond_mean,0,1.0001130908999196,2.0005457882317366,0.5051972786333293,0.0013489368905388883,0,0.009353717505881294,0.28548755357041955
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,0,0.9997566986256602,2.032241679884215,0.49851248017592825,0.002168956057154694,0,0.03879157658556077,0.28548755357041955
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,0,0.9998979387562644,2.002255932369437,0.5024789569962483,0.0012754705502272233,0,0.007624951631966956,0.28548755357041955
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,0,0.9998646711696683,1.9636901580319928,0.49377572443717554,0.00142409766047246,0,0.04335310915650257,0.28548755357041955
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,1,0.999935615157595,1.995633968385094,0.5020085849181388,0.0015189069570909087,0,0.009417095016830933,0.27881399400731816
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,1,0.999971762306129,1.9905905113192148,0.5065744943766032,0.0020897702545150084,0,0.017263734359205078,0.27881399400731816
1.0,0.5,2.0,2.0,0.0025,0.005,2.0,400,cond_mean,1,1.0001195945465744,2.000171438630107,0.5035711700647729,0.0027257545939802755,0,0.014093219387044583,0.27881399400731816
1.0,0.5,2.0,2.0,0.0025,0.005,3.5,700,cond_mean,1,0.9996647869319186,1.9831679104791005,0.4978123118168143,0.002298366351731627,0,0.022632612466223428,0.27881399400731816
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,1,0.9999199001188694,1.972957138202326,0.5095212359807152,0.003056237068204505,0,0.03661112641677987,0.27881399400731816
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,1,0.9997787139961848,1.9737938156417096,0.49957667569455755,0.002441091454478586,0,0.032565979100709616,0.27881399400731816
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,1,0.9996961244917831,1.9461497239678174,0.4956713247047199,0.0019842150512016537,0,0.06326443088958097,0.27881399400731816
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,2,0.9998019068880357,1.992288527898028,0.49665121515338784,0.0014412729273952719,0,0.012085824501249166,0.2767861487144338
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,2,0.9998154749907179,1.9972914556287715,0.49471195008388086,0.001975701960878883,0,0.01214422585163723,0.2767861487144338
1.0,0.5,2.0,2.0,0.0025,0.005,2.0,400,cond_mean,2,0.9996168333974976,2.0164114832254416,0.5009961679091595,0.00225484882651022,0,0.022112157160210533,0.2767861487144338
1.0,0.5,2.0,2.0,0.0025,0.005,3.5,700,cond_mean,2,1.0001791001606795,2.0330035374812794,0.5031600966691577,0.002043526967231754,0,0.039537484596147254,0.2767861487144338
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,2,1.000203419472792,2.0421094218227234,0.5051842227253684,0.0017119779334283857,0,0.04960712851782192,0.2767861487144338
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,2,1.0003175952106875,2.0408881317861947,0.49794724415974356,0.0020016533672550757,0,0.048396536404562776,0.2767861487144338
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,2,0.999739744699249,2.0725465856506458,0.4896726782069809,0.0025474248334130564,0,0.08598525986852541,0.2767861487144338
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,3,1.000502644855727,1.9992040552130772,0.5111092323029754,0.0022380989883775677,0,0.01755126748512268,0.2760041904236589
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,3,1.0003957175745872,2.001101838494566,0.5107616849857809,0.002274551672745705,0,0.01745644576427797,0.2760041904236589
1.0,0.5,2.0,2.0,0.0025,0.005,2.0,400,cond_mean,3,1.0000348118828783,2.009262788518612,0.5018009059420994,0.002121229649692241,0,0.015100320677371777,0.2760041904236589
1.0,0.5,2.0,2.0,0.0025,0.005,3.5,700,cond_mean,3,0.9998683194880525,1.9984449081756215,0.49827381774104773,0.0019713435553224924,0,0.010051471764280373,0.2760041904236589
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,3,0.9998748967284076,1.990877421685033,0.5078853265501762,0.001965332147351849,0,0.017725651580982882,0.2760041904236589
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,3,1.0001215433156319,1.9639643140314453,0.5102080948181918,0.0021898315977707697,0,0.04465095279404832,0.2760041904236589
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,3,1.0000336562987688,1.9442801380045904,0.49997301625408785,0.0018032339274898317,0,0.06494681625997636,0.2760041904236589
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,4,1.0002003276206082,1.999745421686425,0.5069965430994696,0.002112710782124005,0,0.013564964151734884,0.2648768511467746
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,4,1.0005577466627158,1.9986646894882336,0.5167882587307908,0.0030209848700052297,0,0.02567429146812109,0.2648768511467746
