seed,arm,seconds,error_l2
0,mean,0.07817870902363211,0.013766520059632763
0,two_speed,0.0849702920531854,0.021210520197721787
0,two_speed_comp,0.0953104579821229,0.012272707669012386
0,three_speed,0.0868946670088917,0.012734463081272887
0,three_speed_comp,0.10066383297089487,0.01054600968316209
1,two_speed,0.09191587497480214,0.0265071359511609
1,two_speed_comp,0.09561408392619342,0.011310479412409098
1,three_speed,0.08877095894422382,0.014541664937580473
1,three_speed_comp,0.09528079198207706,0.013450903902389436
1,mean,0.07739304099231958,0.02038625166702656
2,two_speed_comp,0.09290029190015048,0.011084088426681845
2,three_speed,0.08721050003077835,0.008918987534372294
2,three_speed_comp,0.09740491700358689,0.010275496164887094
2,mean,0.07870874996297061,0.012021285785301502
2,two_speed,0.09260999993421137,0.021576089232217502
3,three_speed,0.08963183301966637,0.012537211004223801
3,three_speed_comp,0.09883554198313504,0.01338095384764007
3,mean,0.07854616700205952,0.01703964674336075
3,two_speed,0.08940675004851073,0.0167974166410083
3,two_speed_comp,0.09404070803429931,0.016672762131358463
4,three_speed_comp,0.09677058400120586,0.016311038720075503
4,mean,0.07954941596835852,0.010257386043813207
4,two_speed,0.0865033749723807,0.01713137735966502
4,two_speed_comp,0.09494329104200006,0.013490437683616484
4,three_speed,0.08875337499193847,0.019475071236157125
5,mean,0.07831879204604775,0.007074640849488415
5,two_speed,0.08572045899927616,0.01377706620513402
5,two_speed_comp,0.09297737490851432,0.009469390312181485
5,three_speed,0.08846720901783556,0.011125734439290911
5,three_speed_comp,0.09579425002448261,0.006729068507909266
6,two_speed,0.08672116696834564,0.025136207770553243
6,two_speed_comp,0.09638737491331995,0.017679151030489986
6,three_speed,0.09356987499631941,0.020510778202712677
6,three_speed_comp,0.09538933401927352,0.016686698209254665
6,mean,0.07974870793987066,0.015711263675346355
7,two_speed_comp,0.09389516699593514,0.01972349966232429
7,three_speed,0.08793054206762463,0.0175637064189384
7,three_speed_comp,0.0981831670505926,0.011717032673402678
7,mean,0.08086350001394749,0.013305555424394636
7,two_speed,0.0873454170068726,0.01982379086047988
8,three_speed,0.08647883404046297,0.018030109861757435
8,three_speed_comp,0.10090900002978742,0.014049642348152206
8,mean,0.08014979201834649,0.012032858641978238
8,two_speed,0.08649937505833805,0.02049144132340635
8,two_speed_comp,0.09742374997586012,0.017135719911987174
9,three_speed_comp,0.09733416605740786,0.024818594958561483
9,mean,0.08280779095366597,0.00892319073838448
9,two_speed,0.0889249590691179,0.02586819045785787
9,two_speed_comp,0.09723508392926306,0.021284378666214993
9,three_speed,0.08735804096795619,0.013229822355558318
10,mean,0.08102516701910645,0.014839541805775056
10,two_speed,0.08702820807229728,0.02019718339269388
10,two_speed_comp,0.09954587509855628,0.017174116309899404
10,three_speed,0.08864508394617587,0.014804124444373071
10,three_speed_comp,0.10994929098524153,0.012738102969990927
11,two_speed,0.0860640830360353,0.020834982360063852
